/type/author	/authors/OL1031112A	2	2008-08-19T22:00:39.911085	{"name": "Dietmar Zaefferer", "personal_name": "Dietmar Zaefferer", "last_modified": {"type": "/type/datetime", "value": "2008-08-19T22:00:39.911085"}, "key": "/authors/OL1031112A", "type": {"key": "/type/author"}, "revision": 2}
/type/author	/authors/OL2766532A	1	2008-04-29T15:03:11.581851	{"last_modified": {"type": "/type/datetime", "value": "2008-04-29T15:03:11.581851"}, "type": {"key": "/type/author"}, "name": "Patrick Blackburn", "key": "/authors/OL2766532A", "revision": 1}
/type/author	/authors/OL2783933A	1	2008-04-29T15:03:11.581851	{"last_modified": {"type": "/type/datetime", "value": "2008-04-29T15:03:11.581851"}, "type": {"key": "/type/author"}, "name": "Terry Dartnall", "key": "/authors/OL2783933A", "revision": 1}
/type/author	/authors/OL325790A	1	2008-04-01T03:28:50.625462	{"last_modified": {"type": "/type/datetime", "value": "2008-04-01T03:28:50.625462"}, "type": {"key": "/type/author"}, "name": "Australian Joint Conference on Artificial Intelligence (8th 1995 Canberra A.C.T.)", "key": "/authors/OL325790A", "revision": 1}
/type/author	/authors/OL393180A	2	2008-09-02T14:31:53.85149	{"name": "Irwin R. Goodman", "personal_name": "Irwin R. Goodman", "last_modified": {"type": "/type/datetime", "value": "2008-09-02T14:31:53.85149"}, "key": "/authors/OL393180A", "type": {"key": "/type/author"}, "revision": 2}
/type/author	/authors/OL422488A	1	2008-04-01T03:28:50.625462	{"last_modified": {"type": "/type/datetime", "value": "2008-04-01T03:28:50.625462"}, "type": {"key": "/type/author"}, "name": "Bremer KI-Pfingstworkshop (2nd 1996 Bremen, Germany)", "key": "/authors/OL422488A", "revision": 1}
/type/author	/authors/OL4433951A	1	2008-09-01T23:48:59.785628	{"name": "Martyn Thomas Quigley", "personal_name": "Martyn Thomas Quigley", "last_modified": {"type": "/type/datetime", "value": "2008-09-01T23:48:59.785628"}, "key": "/authors/OL4433951A", "type": {"key": "/type/author"}, "revision": 1}
/type/author	/authors/OL444439A	2	2008-08-31T08:04:20.389992	{"name": "Philip J. Hilts", "personal_name": "Philip J. Hilts", "last_modified": {"type": "/type/datetime", "value": "2008-08-31T08:04:20.389992"}, "key": "/authors/OL444439A", "type": {"key": "/type/author"}, "revision": 2}
/type/author	/authors/OL4865567A	1	2008-09-19T17:19:59.381935	{"name": "James G. Allen", "personal_name": "James G. Allen", "last_modified": {"type": "/type/datetime", "value": "2008-09-19T17:19:59.381935"}, "key": "/authors/OL4865567A", "type": {"key": "/type/author"}, "revision": 1}
/type/author	/authors/OL492713A	1	2008-04-01T03:28:50.625462	{"last_modified": {"type": "/type/datetime", "value": "2008-04-01T03:28:50.625462"}, "type": {"key": "/type/author"}, "name": "DFKI Workshop on Taxonomic Reasoning (1992 Saarbru\u0308cken, Germany)", "key": "/authors/OL492713A", "revision": 1}
/type/author	/authors/OL5254836A	1	2008-09-28T07:29:26.475207	{"last_modified": {"type": "/type/datetime", "value": "2008-09-28T07:29:26.475207"}, "type": {"key": "/type/author"}, "name": "International Conference on Systems Research, Informatics, and Cybernetics (6th 1992 Baden-Baden, Germany)", "key": "/authors/OL5254836A", "revision": 1}
/type/author	/authors/OL580058A	2	2008-08-30T02:42:03.853931	{"name": "Jerry M. Mendel", "personal_name": "Jerry M. Mendel", "last_modified": {"type": "/type/datetime", "value": "2008-08-30T02:42:03.853931"}, "key": "/authors/OL580058A", "birth_date": "1938", "type": {"key": "/type/author"}, "revision": 2}
/type/author	/authors/OL6115415A	1	2008-10-29T13:18:25.484711	{"name": "International Workshop on Temporal Representation and Reasoning (3rd 1996 Key West, Fla.)", "created": {"type": "/type/datetime", "value": "2008-10-29T13:18:25.484711"}, "last_modified": {"type": "/type/datetime", "value": "2008-10-29T13:18:25.484711"}, "key": "/authors/OL6115415A", "type": {"key": "/type/author"}, "revision": 1}
/type/author	/authors/OL6300983A	1	2008-11-03T04:08:37.520279	{"name": "International Conference on Cognitive Technology (2nd 1997 Aizu-Wakamatsu City, Japan)", "created": {"type": "/type/datetime", "value": "2008-11-03T04:08:37.520279"}, "last_modified": {"type": "/type/datetime", "value": "2008-11-03T04:08:37.520279"}, "key": "/authors/OL6300983A", "type": {"key": "/type/author"}, "revision": 1}
/type/author	/authors/OL6956313A	1	2011-07-29T09:05:47.536073	{"name": "Yuri Iserlis", "personal_name": "Yuri Iserlis", "created": {"type": "/type/datetime", "value": "2011-07-29T09:05:47.536073"}, "last_modified": {"type": "/type/datetime", "value": "2011-07-29T09:05:47.536073"}, "latest_revision": 1, "key": "/authors/OL6956313A", "type": {"key": "/type/author"}, "revision": 1}
/type/author	/authors/OL6993062A	1	2011-10-22T01:18:52.004141	{"name": "V. M. Kure\u012dchik", "personal_name": "V. M. Kure\u012dchik", "created": {"type": "/type/datetime", "value": "2011-10-22T01:18:52.004141"}, "last_modified": {"type": "/type/datetime", "value": "2011-10-22T01:18:52.004141"}, "latest_revision": 1, "key": "/authors/OL6993062A", "type": {"key": "/type/author"}, "revision": 1}
/type/author	/authors/OL7124964A	1	2012-05-16T07:28:38.525343	{"name": "Allan Hanbury", "personal_name": "Allan Hanbury", "created": {"type": "/type/datetime", "value": "2012-05-16T07:28:38.525343"}, "last_modified": {"type": "/type/datetime", "value": "2012-05-16T07:28:38.525343"}, "latest_revision": 1, "key": "/authors/OL7124964A", "type": {"key": "/type/author"}, "revision": 1}
/type/author	/authors/OL7167640A	1	2012-12-26T20:02:59.751369	{"name": "William Hertling", "created": {"type": "/type/datetime", "value": "2012-12-26T20:02:59.751369"}, "last_modified": {"type": "/type/datetime", "value": "2012-12-26T20:02:59.751369"}, "latest_revision": 1, "key": "/authors/OL7167640A", "type": {"key": "/type/author"}, "revision": 1}
/type/author	/authors/OL7207553A	1	2014-07-29T09:21:45.682010	{"name": "Andrej Dobnikar", "personal_name": "Andrej Dobnikar", "created": {"type": "/type/datetime", "value": "2014-07-29T09:21:45.682010"}, "last_modified": {"type": "/type/datetime", "value": "2014-07-29T09:21:45.682010"}, "latest_revision": 1, "key": "/authors/OL7207553A", "type": {"key": "/type/author"}, "revision": 1}
/type/author	/authors/OL7244185A	1	2015-08-25T00:42:42.530640	{"name": "Eva Volna", "created": {"type": "/type/datetime", "value": "2015-08-25T00:42:42.530640"}, "last_modified": {"type": "/type/datetime", "value": "2015-08-25T00:42:42.530640"}, "latest_revision": 1, "key": "/authors/OL7244185A", "type": {"key": "/type/author"}, "revision": 1}
/type/author	/authors/OL922388A	3	2017-11-22T04:05:17.432032	{"name": "I\u0361Uri\u012d Nikolaevich Pecherski\u012d", "personal_name": "I\u0361Uri\u012d Nikolaevich Pecherski\u012d", "created": {"type": "/type/datetime", "value": "2008-04-01T03:28:50.625462"}, "last_modified": {"type": "/type/datetime", "value": "2017-11-22T04:05:17.432032"}, "latest_revision": 3, "key": "/authors/OL922388A", "type": {"key": "/type/author"}, "revision": 3}
/type/author	/authors/OL291739A	2	2008-09-04T14:30:07.367768	{"name": "Yves Kodratoff", "personal_name": "Yves Kodratoff", "last_modified": {"type": "/type/datetime", "value": "2008-09-04T14:30:07.367768"}, "key": "/authors/OL291739A", "type": {"key": "/type/author"}, "revision": 2}
/type/author	/authors/OL4855053A	1	2008-09-19T11:36:52.215617	{"last_modified": {"type": "/type/datetime", "value": "2008-09-19T11:36:52.215617"}, "type": {"key": "/type/author"}, "name": "PerMIS Workshop (2000 National Institute of Standards and Technology)", "key": "/authors/OL4855053A", "revision": 1}
/type/author	/authors/OL5366389A	1	2008-10-07T11:31:26.324095	{"name": "Gerhard Lakemeyer", "created": {"type": "/type/datetime", "value": "2008-10-07T11:31:26.324095"}, "personal_name": "Gerhard Lakemeyer", "last_modified": {"type": "/type/datetime", "value": "2008-10-07T11:31:26.324095"}, "key": "/authors/OL5366389A", "type": {"key": "/type/author"}, "revision": 1}
/type/author	/authors/OL6465944A	1	2008-11-15T18:28:29.043040	{"name": "COMMA 2008 (2008 Institut de Recherche en Informatique de Toulouse)", "created": {"type": "/type/datetime", "value": "2008-11-15T18:28:29.043040"}, "last_modified": {"type": "/type/datetime", "value": "2008-11-15T18:28:29.043040"}, "key": "/authors/OL6465944A", "type": {"key": "/type/author"}, "revision": 1}
/type/author	/authors/OL7316362A	1	2016-10-14T08:36:50.877169	{"name": "Augusto Loureiro da Costa", "created": {"type": "/type/datetime", "value": "2016-10-14T08:36:50.877169"}, "last_modified": {"type": "/type/datetime", "value": "2016-10-14T08:36:50.877169"}, "latest_revision": 1, "key": "/authors/OL7316362A", "type": {"key": "/type/author"}, "revision": 1}
/type/author	/authors/OL7345911A	1	2016-10-14T20:21:25.899003	{"name": "Constantinos Koutsojannis", "created": {"type": "/type/datetime", "value": "2016-10-14T20:21:25.899003"}, "last_modified": {"type": "/type/datetime", "value": "2016-10-14T20:21:25.899003"}, "latest_revision": 1, "key": "/authors/OL7345911A", "type": {"key": "/type/author"}, "revision": 1}
/type/author	/authors/OL839685A	2	2008-08-22T18:48:52.312786	{"name": "B. Jack Copeland", "personal_name": "B. Jack Copeland", "last_modified": {"type": "/type/datetime", "value": "2008-08-22T18:48:52.312786"}, "key": "/authors/OL839685A", "birth_date": "1950", "type": {"key": "/type/author"}, "revision": 2}
/type/author	/authors/OL1121905A	2	2008-08-19T15:23:17.947734	{"name": "Edward A. Patrick", "personal_name": "Edward A. Patrick", "last_modified": {"type": "/type/datetime", "value": "2008-08-19T15:23:17.947734"}, "key": "/authors/OL1121905A", "birth_date": "1937", "type": {"key": "/type/author"}, "revision": 2}
